image,sku,name,price,description,colors,available sizes
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/etp195132_4.jpg,ETP195132____ETP195132_pk, printed kurta,"PKR 2,000",womens top,BLUE,10
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/etp195133_black_pants_4.jpg,ETP195133____ETP195133_pk, printed kurta,"PKR 2,000",womens top,"RED,GREEN","6,8,10"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/etp20113_4.jpg,ETP20113____ETP20113_pk, printed kurta,"PKR 3,399",womens top,"PURPLE,GREEN","6,10,12"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/etp20112-blue_1.jpg,ETP20112____ETP20112_pk, printed kurta,"PKR 2,500",womens top,"PINK,BLUE","6,8,18"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/1/5/159a5185_2.jpg,CTP20104____CTP20104_pk, printed kurta,"PKR 3,000",womens top,"PINK,GREEN","6,8,10,12,14,16,18"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/k/p/kpp20106_1.jpg,KPP20106____KPP20106_pk, printed kurta with pajama,"PKR 3,399",kurta pajama,RED,12
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/f/s/fspe19546a_blue_2.jpg,FSPE19546____FSPE19546_pk, embroidered full suit,"PKR 3,200",full suit,GREEN,"6,8,10"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/ete20102_4.jpg,ETE20102____ETE20102_pk, embroidered kurta,"PKR 3,900",womens top,PINK,12
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/ete20103_1.jpg,ETE20103____ETE20103_pk, embroidered kurta,"PKR 4,200",womens top,BEIGE,"6,8,10,12"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/c/k/ckppe20175_1.jpg,CKPPE20175____CKPPE20175_pk,printed kurta with pants,"PKR 5,000",kurta pajama,ORANGE,"6,8,10,12"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/f/s/fsp20159_1.jpg,FSP20159____FSP20159_pk,printed full suit,"PKR 5,400",suits,MULTI,"6,10"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/ete20171_4.jpg,ETE20171____ETE20171_pk,embroidered kurta,"PKR 3,900",women's top,BEIGE,"6,8,10,12,14"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/etpe20151_green_4.jpg,ETPE20151____ETPE20151_pk,print embroidered kurta,"PKR 6,200",women's top,"PURPLE,GREEN","8,10,12"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/etp20165_pink_1_2.jpg,ETP20165____ETP20165_pk,printed kurta,"PKR 2,400",women's top,"PINK,PURPLE","8,10,12,14"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/etp20173_blue_1_7.jpg,ETP20173____ETP20173_pk,printed kurta,"PKR 2,900",women's top,"RED,BLUE","6,8,10,12,14,16,18"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/ete20167_white_1_2.jpg,ETE20167____ETE20167_pk,embroidered kurta,"PKR 3,900",women's top,WHITE,"8,10,12,14"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/e/t/ete20168_red_1_2.jpg,ETE20168____ETE20168_pk,embroidered kurta,"PKR 4,500",women's top,RED,"8,10,12,14"
https://d1q84aht4jl65y.cloudfront.net/media/catalog/product/cache/b04156bceb240ec6d072f75eedcd9bbc/c/t/ctpe20153_black_1_2.jpg,CTPE20153____CTPE20153_pk,embroidered kurta,"PKR 5,400",women's top,BLACK,"6,8,10,12,14"
